t,x_raw,a,b,y,x_hat,omega,F,S,C,tau_R,U,IC,kappa,d_kappa_d_omega,d_kappa_d_C,d_kappa_d_tauR,regime,near_wall,OOR,tags
idx:684,0.0003338795776507,0.3600580727865211,0.5542978409658479,-0.6489727482648343,0.0,0.0280069716423339,0.9719930283576661,0.028406636730817572,0.0,1,0.0,0.9183102975010407,-0.0852199307687318,-3.0864418799163316,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:685,0.0156710366682155,0.3600580727865211,0.5542978409658479,-0.6213032248478926,0.0,0.027669523416941733,0.9723304765830583,0.028059525538208195,0.0,1,0.0,0.919267062924778,-0.08417859718376272,-3.085370727302415,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:686,0.008064439500947,0.3600580727865211,0.5542978409658479,-0.6350261669290204,0.0,0.013722942081127787,0.9862770579188722,0.013817961907035973,0.0,1,0.0,0.9593935566094849,-0.04145390599938542,-3.0417416341297514,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:687,0.0028053630106813,0.3600580727865211,0.5542978409658479,-0.644513983950104,0.0,0.009487817021083589,0.9905121829789164,0.00953310299611118,0.0,1,0.0,0.971805760682683,-0.02859932917990757,-3.0287360836692008,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:688,0.0088680923444208,0.3600580727865211,0.5542978409658479,-0.6335763094984492,0.0,0.010937674451654722,0.9890623255483453,0.010997920479790547,0.0,1,0.0,0.9675445760909384,-0.03299378166054426,-3.0331758802198476,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:689,0.0016249979295255,0.3600580727865211,0.5542978409658479,-0.6466434619922682,0.0,0.013067152493818956,0.986932847506181,0.013153268705361059,0.0,1,0.0,0.9613085724593119,-0.03945982638088631,-3.039720480928449,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:690,0.0084987659293457,0.3600580727865211,0.5542978409658479,-0.6342426054638667,0.0,0.012400856528401505,0.9875991434715985,0.012478378668630089,0.0,1,0.0,0.9632568768771036,-0.03743515625702154,-3.0376696959525904,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:691,0.0130487758634703,0.3600580727865211,0.5542978409658479,-0.6260340042429123,0.0,0.008208601220954348,0.9917913987790457,0.008242467216036982,0.0,1,0.0,0.975575796470794,-0.02472742181364168,-3.0248296099445886,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:692,0.0068629782544087,0.3600580727865211,0.5542978409658479,-0.6371937042307079,0.0,0.011159699987795535,0.9888403000122045,0.011222426511542632,0.0,1,0.0,0.9668931367093143,-0.03366729976034069,-3.0338569229511525,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:693,0.0039514152508837,0.3600580727865211,0.5542978409658479,-0.6424464091635859,0.0,0.005252704932877994,0.994747295067122,0.005266538834715466,0.0,1,0.0,0.9843245228970193,-0.015799636609755027,-3.015841314494608,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:694,0.0083652069194681,0.3600580727865211,0.5542978409658479,-0.634483557168901,0.0,0.007962851994684828,0.9920371480053152,0.007994714732136726,0.0,1,0.0,0.9763011699923393,-0.023984164356945514,-3.024080293716625,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:695,0.0006191962507884,0.3600580727865211,0.5542978409658479,-0.6484580129509812,0.0,0.01397445578208012,0.9860255442179199,0.014073007658628822,0.0,1,0.0,0.9586597696120509,-0.042219043259336606,-3.04251751635475,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:696,0.0055164361270163,0.3600580727865211,0.5542978409658479,-0.6396229796632913,0.0,0.008835033287689864,0.9911649667123101,0.008874283520377103,0.0,1,0.0,0.9737283937572163,-0.02662287073940692,-3.0267413504936833,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:697,0.0145850785528134,0.3600580727865211,0.5542978409658479,-0.6232623847708499,0.0,0.01636059489244135,0.9836394051075587,0.01649589714980581,0.0,1,0.0,0.9517168529687031,-0.049487711782071606,-3.0498981377261893,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:698,0.0025389557297049,0.3600580727865211,0.5542978409658479,-0.644994605127542,0.0,0.02173222035669209,0.9782677796433079,0.021971832886191162,0.0,1,0.0,0.9362099528075495,-0.06591551910287337,-3.066644994553182,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:699,0.0103176044189312,0.3600580727865211,0.5542978409658479,-0.6309612676069192,0.0,0.014033337520622857,0.9859666624793771,0.014132725681613985,0.0,1,0.0,0.9584880371961598,-0.042398197329503284,-3.042699214912238,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:700,0.0197245517362167,0.3600580727865211,0.5542978409658479,-0.6139903421909115,0.0,0.016970925416007643,0.9830290745839924,0.0171165716999453,0.0,1,0.0,0.949946382508443,-0.05134973544511391,-3.0517917194818427,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:701,0.0099305751357936,0.3600580727865211,0.5542978409658479,-0.631659501037638,0.0,0.017669158846726485,0.9823308411532735,0.0178271117363007,0.0,1,0.0,0.9479236143358086,-0.053481355568641475,-3.053960910253049,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:702,0.010112323051468,0.3600580727865211,0.5542978409658479,-0.6313316124870391,0.0,0.0003278885505989537,0.999672111449401,0.0003279323145232211,0.0,1,0.0,0.9990166668390998,-0.000983816950129484,-3.000983978281729,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:703,0.0196375582477138,0.3600580727865211,0.5542978409658479,-0.6141472857726352,0.0,0.01718432671440384,0.9828156732855962,0.01733368070338478,0.0,1,0.0,0.9493278582196198,-0.05200106245985008,-3.0524543628755785,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:704,0.0128845694606781,0.3600580727865211,0.5542978409658479,-0.6263302464265479,0.0,0.012182960653912667,0.9878170393460873,0.012257771107487537,0.0,1,0.0,0.9638945931367587,-0.03677333356912696,-3.0369996369576455,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:705,0.0075201024850484,0.3600580727865211,0.5542978409658479,-0.6360081967614838,0.0,0.009677950334935903,0.9903220496650641,0.009725075963241016,0.0,1,0.0,0.9712462405074481,-0.029175248085173525,-3.029317574939266,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:706,0.0156153236851592,0.3600580727865211,0.5542978409658479,-0.6214037357626729,0.0,0.014604460998810853,0.9853955390011891,0.014712145828701473,0.0,1,0.0,0.9568233825672173,-0.04413645778252262,-3.044462727008693,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:707,0.0014554198487804,0.3600580727865211,0.5542978409658479,-0.6469493951354491,0.0,0.025545659372776197,0.9744543406272238,0.025877605023753653,0.0,1,0.0,0.9253041029110517,-0.07763283559556783,-3.078646032614308,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:708,0.0018419958856082,0.3600580727865211,0.5542978409658479,-0.6462519793992554,0.0,0.0006974157361937516,0.9993025842638062,0.0006976490367001618,0.0,1,0.0,0.9979092216043876,-0.002092967124058459,-3.0020936973770986,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:709,0.0067161638232612,0.3600580727865211,0.5542978409658479,-0.63745856983237,0.0,0.008793409566885346,0.9912065904331147,0.008832289656774022,0.0,1,0.0,0.9738510733376251,-0.026496889147750436,-3.026614248598163,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:710,0.0075983714035176,0.3600580727865211,0.5542978409658479,-0.6358669930390721,0.0,0.0015915767932979108,0.9984084232067021,0.0015928346811907143,0.0,1,0.0,0.9952328749067174,-0.004778524075454278,-3.0047823318102767,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:711,0.0012284052687155,0.3600580727865211,0.5542978409658479,-0.6473589485619415,0.0,0.011491955522869413,0.9885080444771306,0.011558488223447093,0.0,1,0.0,0.9659188206425064,-0.03467548490285233,-3.0348766574464907,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:712,0.0025687814976396,0.3600580727865211,0.5542978409658479,-0.6449407969296196,0.0,0.002418151632321952,0.997581848367678,0.002421070058651181,0.0,1,0.0,0.992763083286642,-0.007263230224433714,-3.0072720297413102,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:713,0.0105052967884349,0.3600580727865211,0.5542978409658479,-0.6306226547608422,0.0,0.014318142168777359,0.9856818578312226,0.014421625700367357,0.0,1,0.0,0.957657675444049,-0.043264897391624535,-3.0435783777674006,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:714,0.0145490345323814,0.3600580727865211,0.5542978409658479,-0.6233274112201127,0.0,0.0072952435407295235,0.9927047564592705,0.007321973887692411,0.0,1,0.0,0.9782735527103145,-0.021965941810054138,-3.022046555538574,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:715,0.000185042926404,0.3600580727865211,0.5542978409658479,-0.6492412621219105,0.0,0.025913850901797764,0.9740861490982022,0.026255520218809607,0.0,1,0.0,0.9242556379208474,-0.07876658118849357,-3.0798097196118435,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:716,0.0179058988472158,0.3600580727865211,0.5542978409658479,-0.6172713452087691,0.0,0.03196991691314133,0.9680300830868587,0.03249210428913133,0.0,1,0.0,0.9071238097220888,-0.09747633352790887,-3.0990772312584163,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:717,0.0180220540239697,0.3600580727865211,0.5542978409658479,-0.6170617914848153,0.0,0.00020955372395381477,0.9997904462760462,0.00020956568130729272,0.0,1,0.0,0.9993714805530356,-0.0006287170481137917,-3.00062878293157,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:718,0.0149150819297006,0.3600580727865211,0.5542978409658479,-0.6226670308789565,0.0,0.005605239394141148,0.9943947606058589,0.005620997643129087,0.0,1,0.0,0.9832783717223995,-0.016863013042123825,-3.0169104954995927,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:719,0.0001172584354628,0.3600580727865211,0.5542978409658479,-0.6493635510538376,0.0,0.02669652017488111,0.9733034798251189,0.027059333996558063,0.0,1,0.0,0.9220295347951247,-0.08117802253824943,-3.082286308338989,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:720,0.0,0.3600580727865211,0.5542978409658479,-0.6495750951494423,0.0,0.0002115440956047543,0.9997884559043952,0.0002115564720971554,0.0,1,0.0,0.9993655119522018,-0.0006346894205231612,-3.000634756561701,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:721,0.0096893477604737,0.3600580727865211,0.5542978409658479,-0.6320946955440779,0.0,0.017480399605364405,0.9825196003946356,0.01763497574871611,0.0,1,0.0,0.9484701625611452,-0.05290494760197613,-3.0533741908202954,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:722,0.0527063622381996,0.3600580727865211,0.5542978409658479,-0.5544883776071905,0.0,0.07760631793688744,0.9223936820631126,0.08078314866394894,0.0,1,0.0,0.7847818737280109,-0.24234946767456256,-3.2524073478543256,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:723,0.018890570856435,0.3600580727865211,0.5542978409658479,-0.615494913953862,0.0,0.061006536346671525,0.9389934636533285,0.06294675011397176,0.0,1,0.0,0.8279187382350693,-0.18884027164131809,-3.1949104072312835,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:724,0.0192820619484778,0.3600580727865211,0.5542978409658479,-0.6147886310440087,0.0,0.0007062829098533063,0.9992937170901467,0.0007065224380617792,0.0,1,0.0,0.9978826574106469,-0.0021195873283208146,-3.0021203362777666,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:725,0.0059860519914676,0.3600580727865211,0.5542978409658479,-0.6387757530826627,0.0,0.02398712203865394,0.9760128779613461,0.024279487777799813,0.0,1,0.0,0.9297509877223203,-0.07283848382493215,-3.073729924566627,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:726,0.0328442862706322,0.3600580727865211,0.5542978409658479,-0.5903212358643295,0.0,0.04845451721833316,0.9515454827816668,0.04966778174234994,0.0,1,0.0,0.8615662146506939,-0.1490033662454882,-3.1527657308810246,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:727,0.0119149754166997,0.3600580727865211,0.5542978409658479,-0.6280794757619697,0.0,0.037758239897640156,0.9622417601023598,0.03848953961935663,0.0,1,0.0,0.8909485122625028,-0.11546863964286712,-3.1177195939681455,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:728,0.0428898137474716,0.3600580727865211,0.5542978409658479,-0.5721982580455176,0.0,0.05588121771645205,0.944118782283548,0.05750328147031531,0.0,1,0.0,0.841549986379716,-0.17250986559472103,-3.1775662614717497,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:729,0.053340589387809,0.3600580727865211,0.5542978409658479,-0.5533441784010303,0.0,0.018854079644487265,0.9811459203555127,0.019034073746511403,0.0,1,0.0,0.9444974974718988,-0.05710224162386186,-3.0576491504125753,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:730,0.0238677531170129,0.3600580727865211,0.5542978409658479,-0.6065156578703361,0.0,0.05317147946930578,0.9468285205306942,0.0546372681559557,0.0,1,0.0,0.8488168625058312,-0.16391182559101622,-3.1684723520525377,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:731,0.0160368941431584,0.3600580727865211,0.5542978409658479,-0.6206431871427025,0.0,0.01412752927236638,0.9858724707276336,0.014228262634171165,0.0,1,0.0,0.9582133634800086,-0.042684808189113,-3.0429899190110157,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:732,0.0012791441275831,0.3600580727865211,0.5542978409658479,-0.6472674113862253,0.0,0.026624224243522843,0.9733757757564772,0.02698505783581771,0.0,1,0.0,0.9222350121305847,-0.08095519405450216,-3.0820573764463317,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:733,0.0379189981815716,0.3600580727865211,0.5542978409658479,-0.5811660280755045,0.0,0.0661013833107208,0.9338986166892792,0.06838738337907917,0.0,1,0.0,0.8145152145029718,-0.2051621715528384,-3.2123401145246575,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:734,0.026069796259542,0.3600580727865211,0.5542978409658479,-0.6025429865377325,0.0,0.02137695846222798,0.978623041537772,0.02160874477632743,0.0,1,0.0,0.9372302885278698,-0.06482625476586046,-3.065531734328908,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:735,0.0656525400615035,0.3600580727865211,0.5542978409658479,-0.5311323822081365,0.0,0.071410604329596,0.928589395670404,0.07408861238838053,0.0,1,0.0,0.8007024623167164,-0.22226585870318633,-3.2307067076325433,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:736,0.0255179164825588,0.3600580727865211,0.5542978409658479,-0.6035386241466064,0.0,0.0724062419384699,0.9275937580615301,0.07516139197010512,0.0,1,0.0,0.7981296728151559,-0.2254841974714782,-3.2341744035520597,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:737,0.0178456244083546,0.3600580727865211,0.5542978409658479,-0.6173800853740856,0.0,0.013841461227479201,0.9861585387725208,0.013938137334300727,0.0,1,0.0,0.9590477323585168,-0.041814432283616865,-3.0421071986982313,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:738,0.0152120970040142,0.3600580727865211,0.5542978409658479,-0.6221311906638907,0.0,0.0047511052898050465,0.995248894710195,0.00476241761957803,0.0,1,0.0,0.9858143057935064,-0.014287272954209698,-3.014321348052156,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:739,0.0220096120291402,0.3600580727865211,0.5542978409658479,-0.6098679009255047,0.0,0.012263289738385974,0.987736710261614,0.012339094213700465,0.0,1,0.0,0.9636594611117111,-0.0370173028894121,-3.0372466252461483,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:740,0.0345063714599066,0.3600580727865211,0.5542978409658479,-0.5873226941662809,0.0,0.02254520675922378,0.9774547932407762,0.022803225285418605,0.0,1,0.0,0.9338777888991516,-0.06840969631756,-3.0691956400568925,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:741,0.0307154692407845,0.3600580727865211,0.5542978409658479,-0.5941618011209762,0.0,0.006839106954695251,0.9931608930453047,0.006862590757140869,0.0,1,0.0,0.9796226892632379,-0.02058779240914652,-3.0206585971486435,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:742,0.0512849339895146,0.3600580727865211,0.5542978409658479,-0.5570527539111071,0.0,0.03710904720986907,0.9628909527901309,0.03781510018846732,0.0,1,0.0,0.8927530096183344,-0.11344532133618589,-3.1156175898418716,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:743,0.0031043779180537,0.3600580727865211,0.5542978409658479,-0.6439745358677312,0.0,0.08692178195662414,0.9130782180433759,0.09093371964436074,0.0,1,0.0,0.7612441225035659,-0.2728011808370107,-3.28558926252179,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:744,0.0180263587867153,0.3600580727865211,0.5542978409658479,-0.6170540253301825,0.0,0.026920510537548736,0.9730794894624513,0.027289494622590265,0.0,1,0.0,0.9213931098511499,-0.08186850442107607,-3.082995810936836,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:745,0.0144409247319429,0.3600580727865211,0.5542978409658479,-0.6235224504074386,0.0,0.00646842507725609,0.9935315749227439,0.006489425927671158,0.0,1,0.0,0.9807199855659339,-0.01946829791322418,-3.019531603880993,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:746,0.0192301897498498,0.3600580727865211,0.5542978409658479,-0.6148822128601269,0.0,0.008640237547311691,0.9913597624526883,0.008677770724169044,0.0,1,0.0,0.9743026132748849,-0.02603333234681788,-3.02614661552193,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:747,0.0153882033232669,0.3600580727865211,0.5542978409658479,-0.6218134800284932,0.0,0.00693126716836634,0.9930687328316337,0.006955389909473062,0.0,1,0.0,0.9793500027552767,-0.020866189868012003,-3.020938924714705,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:748,0.0271637150535136,0.3600580727865211,0.5542978409658479,-0.600569464880016,0.0,0.02124401514847729,0.9787559848515227,0.02147290668794046,0.0,1,0.0,0.9376123010752826,-0.06441874049792365,-3.065115346636685,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:749,0.0090761635866092,0.3600580727865211,0.5542978409658479,-0.6332009314493019,0.0,0.03263146656928595,0.967368533430714,0.033175735732728584,0.0,1,0.0,0.9052653010844475,-0.09952722787282964,-3.1011965822593917,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:750,0.0082767596728278,0.3600580727865211,0.5542978409658479,-0.6346431234527714,0.0,0.0014421920034695113,0.9985578079965305,0.0014432229488772223,0.0,1,0.0,0.9956796707144524,-0.004329688875517069,-3.00433281474474,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:751,0.0299599377129657,0.3600580727865211,0.5542978409658479,-0.5955248436442924,0.0,0.03911827980847904,0.960881720191521,0.03990394710526851,0.0,1,0.0,0.8871760289037591,-0.11971186213002177,-3.1221324399769586,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:752,0.0131588736122775,0.3600580727865211,0.5542978409658479,-0.6258353786292614,0.0,0.03031053498496905,0.969689465015031,0.030779387587371,0.0,1,0.0,0.9117967428880117,-0.09233818338727265,-3.093773932708298,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:753,0.0081482455383695,0.3600580727865211,0.5542978409658479,-0.6348749737775614,0.0,0.009039595148299995,0.9909604048517,0.009080690100109153,0.0,1,0.0,0.9731256285524478,-0.02724209048276853,-3.0273661543073658,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:754,0.0030259942209815,0.3600580727865211,0.5542978409658479,-0.6441159466604119,0.0,0.009240972882850529,0.9907590271171495,0.009283925462252483,0.0,1,0.0,0.9725324887687102,-0.027851796573300766,-3.0279814846945454,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:755,0.0115966864041164,0.3600580727865211,0.5542978409658479,-0.628653695953823,0.0,0.01546225070658891,0.9845377492934111,0.015583027861490193,0.0,1,0.0,0.9543268044307135,-0.04674910389857225,-3.0471152497646488,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:756,0.0214206356985974,0.3600580727865211,0.5542978409658479,-0.6109304638420705,0.0,0.01772323211175253,0.9822767678882475,0.017882159130233583,0.0,1,0.0,0.9477670850860431,-0.05364649775156085,-3.054129027470637,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:757,0.0278198994802406,0.3600580727865211,0.5542978409658479,-0.5993856528962211,0.0,0.01154481094584936,0.9884551890541506,0.011611959549126142,0.0,1,0.0,0.9657638861891054,-0.03483589888097138,-3.035038940664442,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:758,0.0836070129834377,0.3600580727865211,0.5542978409658479,-0.498741000544717,0.0,0.10064465235150416,0.8993553476484959,0.10607704158067344,0.0,1,0.0,0.7274346246633095,-0.31823114698017135,-3.335722633687192,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:759,0.0327357803463215,0.3600580727865211,0.5542978409658479,-0.5905169896924909,0.0,0.0917759891477739,0.9082240108522261,0.09626421181072216,0.0,1,0.0,0.7491675236024268,-0.2887926574531655,-3.3031498321347703,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:760,0.0200300298379741,0.3600580727865211,0.5542978409658479,-0.6134392339613988,0.0,0.022922244268907876,0.9770777557310921,0.023189033657554564,0.0,1,0.0,0.9327975205687009,-0.06956712144186358,-3.070379989889978,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:761,0.053779674619538,0.3600580727865211,0.5542978409658479,-0.55255203165378,0.0,0.06088720230761879,0.9391127976923812,0.06281967100199752,0.0,1,0.0,0.8282344319447266,-0.18845903430268884,-3.194504426647385,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:762,0.007063012975541,0.3600580727865211,0.5542978409658479,-0.6368328247425543,0.0,0.08428079308877434,0.9157192069112257,0.08804549305477237,0.0,1,0.0,0.7678687176509906,-0.26413650100507335,-3.276113426949526,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:763,0.0108903471149238,0.3600580727865211,0.5542978409658479,-0.6299279915346281,0.0,0.006904833207926231,0.9930951667920738,0.006928771803907357,0.0,1,0.0,0.9794282112036787,-0.020786335550778714,-3.020858514113153,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:764,0.0008714182295173,0.3600580727865211,0.5542978409658479,-0.6480029832537891,0.0,0.01807499171916105,0.981925008280839,0.018240329672440672,0.0,1,0.0,0.9467492452651718,-0.05472100938547608,-3.0552231224524027,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:765,0.00762484909281,0.3600580727865211,0.5542978409658479,-0.6358192250570676,0.0,0.012183758196721572,0.9878162418032784,0.012258578486881722,0.0,1,0.0,0.9638922584536725,-0.03677575570732576,-3.0370020889695786,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:766,0.0451133163465821,0.3600580727865211,0.5542978409658479,-0.5681868720454636,0.0,0.06763235301160397,0.932367646988396,0.07002806033680774,0.0,1,0.0,0.810515995655138,-0.21008420246118897,-3.217614852856225,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:767,0.0284052736523269,0.3600580727865211,0.5542978409658479,-0.5983295885769622,0.0,0.03014271653149858,0.9698572834685014,0.030606338443502742,0.0,1,0.0,0.9122702227207681,-0.09181903595209889,-3.0932386040946565,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:768,0.0358933326979694,0.3600580727865211,0.5542978409658479,-0.5848204992530803,0.0,0.01350908932388184,0.9864909106761182,0.013601157133925354,0.0,1,0.0,0.9600177628951452,-0.04080349167565758,-3.041082241502764,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:769,0.0489113837999234,0.3600580727865211,0.5542978409658479,-0.5613348384046267,0.0,0.023485660848453604,0.9765143391515464,0.023765834301736375,0.0,1,0.0,0.9311848016538042,-0.07129752338621914,-3.0721514979124884,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:770,0.0485667738702459,0.3600580727865211,0.5542978409658479,-0.5619565437482322,0.0,0.0006217053436055053,0.9993782946563945,0.0006218886762890909,0.0,1,0.0,0.9981360532690562,-0.0018656860413090047,-3.0018662662903193,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:771,0.0066314541200696,0.3600580727865211,0.5542978409658479,-0.6376113932730025,0.0,0.0756548495247703,0.9243451504752297,0.07866972679512754,0.0,1,0.0,0.7897734063868499,-0.23600920202232195,-3.2455408973985413,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:772,0.0211348710748522,0.3600580727865211,0.5542978409658479,-0.6114460072965557,0.0,0.026165385976446798,0.9738346140235532,0.026513780285878658,0.0,1,0.0,0.923539820283307,-0.0795413613950041,-3.0806052141998563,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:773,0.0161215256341212,0.3600580727865211,0.5542978409658479,-0.6204905048035194,0.0,0.009044497506963678,0.9909555024930363,0.009085637190544275,0.0,1,0.0,0.9731111862380545,-0.02725693175417374,-3.0273811309986574,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:774,0.0056175024740198,0.3600580727865211,0.5542978409658479,-0.6394406474593133,0.0,0.018950142655793867,0.9810498573442061,0.0191319875342139,0.0,1,0.0,0.9442201002311713,-0.05739598298896529,-3.0579485510818794,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
idx:775,0.0388435431777988,0.3600580727865211,0.5542978409658479,-0.5794980710172265,0.0,0.05994257644208678,0.9400574235579132,0.06181430605489274,0.0,1,0.0,0.8307362365034366,-0.1854429394399743,-3.1912943977463377,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:776,0.0177326234631688,0.3600580727865211,0.5542978409658479,-0.6175839485985731,0.0,0.03808587758134663,0.9619141224186534,0.03883009174036066,0.0,1,0.0,0.890038733859111,-0.11649029601295866,-3.1187815208063805,-0.5,0.0,Watch,1,1,regime:Watch;near_wall:1;oor:1
idx:777,0.0300854968678206,0.3600580727865211,0.5542978409658479,-0.595298324351639,0.0,0.022285624246934144,0.9777143757530659,0.02253769070633857,0.0,1,0.0,0.9346220158286103,-0.06761309257488754,-3.0683807706717268,-0.5,0.0,Stable,1,1,regime:Stable;near_wall:1;oor:1
